Accident_ID,District,Police_Station,Accident_DateTime,Latitude,Longitude,Road_Name,Road_Classification,Severity,No_of_Vehicles,Drivers_Killed,Drivers_Grievous_Injury,Drivers_Minor_Injury,Passengers_Killed,Passengers_Grievous_Injury,Passengers_Minor_Injury,Pedestrians_Killed,Pedestrians_Grievous_Injury,Pedestrians_Minor_Injury,Collision_Type,Collision_Feature,Weather_Condition,Light_Condition,Visibility,Traffic_Violation,Date,Year,Month,Hour,DayOfWeek,Month_Name,Severity_Score,Total_Killed,Total_Injured,Time_Category
ACC00495,Vadodara,Gotri PS,2022-07-16 22:08:00,24.496693,74.226586,SH-6,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Bridge,Unknown,Daylight,Moderate,Overloading,2022-07-16,2022,7,22,Saturday,Jul,0,0,0,Night
ACC00497,Vadodara,Fatehgunj PS,2021-04-04 17:15:00,23.042231,69.849866,NH-53,State Highway,Minor,1,0,0,1,0,0,2,0,0,1,Side Impact,Straight Road,Unknown,Night - Street Light On,Moderate,Unknown,2021-04-04,2021,4,17,Sunday,Apr,1,0,4,Afternoon
ACC00498,Bhavnagar,Talaja PS,2022-10-27 02:45:00,21.314576,73.759515,SH-14,State Highway,Fatal,2,1,2,1,0,2,1,0,1,0,Side Impact,Pothole Area,Clear,Night - No Street Light,Moderate,Mobile Phone Use,2022-10-27,2022,10,2,Thursday,Oct,3,1,7,Night
ACC00499,Rajkot,Kalavad Road PS,2022-07-05 06:37:00,24.047818,70.910152,Expressway,Rural Road,Fatal,4,1,2,1,0,2,0,0,0,1,Single Vehicle,Curve,Cloudy,Daylight,Unknown,Signal Jumping,2022-07-05,2022,7,6,Tuesday,Jul,3,1,6,Morning
ACC00503,Anand,Vallabh Vidyanagar PS,2022-12-25 20:18:00,24.143354,73.670611,SH-41,Urban Road,Minor,1,0,0,3,0,0,1,0,0,0,Head-On,Straight Road,Rainy,Daylight,Poor,No Helmet,2022-12-25,2022,12,20,Sunday,Dec,1,0,4,Evening
ACC00504,Bharuch,Bharuch City PS,2021-03-30 19:09:00,22.540211,72.38043,NH-53,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Speed Breaker,Foggy,Night - No Street Light,Good,Mobile Phone Use,2021-03-30,2021,3,19,Tuesday,Mar,0,0,0,Evening
ACC00506,Ahmedabad,Chandkheda PS,2021-09-19 05:49:00,21.568853,72.468551,Ring Road,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Rollover,Junction/Intersection,Rainy,Night - Street Light On,Unknown,No Seatbelt,2021-09-19,2021,9,5,Sunday,Sep,0,0,0,Night
ACC00507,Junagadh,Manavadar PS,2023-10-06 17:34:00,21.869285,70.757597,Industrial Road,Rural Road,Fatal,1,0,0,1,0,0,0,1,1,1,Pedestrian Hit,Pothole Area,Rainy,Daylight,Moderate,No Helmet,2023-10-06,2023,10,17,Friday,Oct,3,1,3,Afternoon
ACC00508,Vadodara,Waghodiya PS,2023-08-01 04:53:00,24.57037,69.627734,SH-41,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Rear-End,Curve,Clear,Night - Street Light On,Unknown,Over Speeding,2023-08-01,2023,8,4,Tuesday,Aug,0,0,0,Night
ACC00510,Junagadh,Veraval PS,2023-08-21 13:46:00,23.694426,69.906645,NH-53,Rural Road,Fatal,4,1,2,1,2,1,0,1,1,0,Head-On,Straight Road,Hazy,Night - Street Light On,Moderate,Over Speeding,2023-08-21,2023,8,13,Monday,Aug,3,4,5,Afternoon
ACC00511,Vadodara,Waghodiya PS,2021-07-08 16:24:00,20.675613,71.999976,SH-6,Urban Road,Grievous,3,0,3,2,0,1,1,0,0,0,Hit & Run,Pothole Area,Hazy,Daylight,Unknown,Overloading,2021-07-08,2021,7,16,Thursday,Jul,2,0,7,Afternoon
ACC00512,Bharuch,Vagra PS,2022-02-03 08:06:00,21.768427,70.213471,SH-6,Rural Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Side Impact,Straight Road,Clear,Night - Street Light On,Good,Mobile Phone Use,2022-02-03,2022,2,8,Thursday,Feb,0,0,0,Morning
ACC00513,Junagadh,Keshod PS,2024-07-31 01:15:00,24.59265,71.651558,NH-8,Rural Road,Minor,3,0,0,2,0,0,1,0,0,0,Hit & Run,Unknown,Foggy,Daylight,Poor,Over Speeding,2024-07-31,2024,7,1,Wednesday,Jul,1,0,3,Night
ACC00514,Bharuch,Vagra PS,2022-12-30 04:44:00,21.624064,71.272544,Airport Road,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Straight Road,Hazy,Dawn/Dusk,Unknown,Unknown,2022-12-30,2022,12,4,Friday,Dec,0,0,0,Night
ACC00515,Gandhinagar,Sector 7 PS,2021-11-07 21:29:00,22.979383,69.558891,SH-6,State Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Curve,Unknown,Night - Street Light On,Poor,Overloading,2021-11-07,2021,11,21,Sunday,Nov,0,0,0,Evening
ACC00517,Mehsana,Mehsana City PS,2023-07-21 10:10:00,20.842773,70.388968,NH-27,State Highway,Fatal,4,2,0,1,0,1,1,0,1,1,Head-On,Flyover,Cloudy,Night - No Street Light,Unknown,Mobile Phone Use,2023-07-21,2023,7,10,Friday,Jul,3,2,5,Morning
ACC00518,Bhavnagar,Sihor PS,2023-06-22 11:32:00,24.479407,72.397866,Airport Road,National Highway,Minor,1,0,0,1,0,0,0,0,0,1,Hit & Run,Pothole Area,Clear,Daylight,Moderate,Unknown,2023-06-22,2023,6,11,Thursday,Jun,1,0,2,Morning
ACC00520,Anand,Khambhat PS,2021-05-13 10:21:00,22.336957,71.100183,SH-14,National Highway,Grievous,2,0,3,1,0,2,0,0,0,1,Hit & Run,Unknown,Rainy,Dawn/Dusk,Moderate,Unknown,2021-05-13,2021,5,10,Thursday,May,2,0,7,Morning
ACC00523,Bhavnagar,Palitana PS,2021-01-21 17:50:00,21.013376,71.744483,NH-53,Urban Road,Minor,4,0,0,1,0,0,1,0,0,1,Side Impact,Flyover,Unknown,Night - No Street Light,Good,Signal Jumping,2021-01-21,2021,1,17,Thursday,Jan,1,0,3,Afternoon
ACC00525,Bharuch,Jhagadia PS,2021-02-03 09:57:00,23.867637,71.244523,Bypass Road,Urban Road,Fatal,2,1,2,0,1,0,2,1,1,1,Hit & Run,Junction/Intersection,Hazy,Dawn/Dusk,Poor,Drunk Driving,2021-02-03,2021,2,9,Wednesday,Feb,3,3,6,Morning
ACC00526,Gandhinagar,Kalol PS,2024-07-22 09:44:00,24.355624,74.370788,NH-8,Urban Road,Minor,0,0,0,3,0,0,1,0,0,0,Pedestrian Hit,Pothole Area,Clear,Dawn/Dusk,Good,Overloading,2024-07-22,2024,7,9,Monday,Jul,1,0,4,Morning
ACC00527,Gandhinagar,Kalol PS,2022-03-10 07:49:00,21.852967,71.058318,NH-27,Rural Road,Minor,2,0,0,3,0,0,1,0,0,1,Side Impact,Bridge,Cloudy,Dawn/Dusk,Good,No Helmet,2022-03-10,2022,3,7,Thursday,Mar,1,0,5,Morning
ACC00529,Bhavnagar,Palitana PS,2021-09-21 20:24:00,20.899099,71.358846,Ring Road,Urban Road,Minor,3,0,0,3,0,0,0,0,0,1,Rear-End,Flyover,Rainy,Daylight,Unknown,Unknown,2021-09-21,2021,9,20,Tuesday,Sep,1,0,4,Evening
ACC00531,Vadodara,Fatehgunj PS,2024-08-29 07:19:00,23.966101,73.184714,Ring Road,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Straight Road,Foggy,Daylight,Moderate,Unknown,2024-08-29,2024,8,7,Thursday,Aug,0,0,0,Morning
ACC00534,Vadodara,Gotri PS,2022-06-06 03:12:00,22.565389,72.894054,SH-6,State Highway,Fatal,1,2,1,1,2,0,1,0,1,0,Pedestrian Hit,Curve,Clear,Night - No Street Light,Moderate,Wrong Side Driving,2022-06-06,2022,6,3,Monday,Jun,3,4,4,Night
ACC00536,Anand,Petlad PS,2022-07-11 10:39:00,21.862011,70.323368,City Road,State Highway,Grievous,3,0,1,1,0,0,0,0,1,1,Pedestrian Hit,Curve,Clear,Night - No Street Light,Unknown,Mobile Phone Use,2022-07-11,2022,7,10,Monday,Jul,2,0,4,Morning
ACC00538,Junagadh,Veraval PS,2024-05-29 21:04:00,23.072843,70.841795,SH-41,Rural Road,Minor,4,0,0,1,0,0,0,0,0,1,Side Impact,Straight Road,Cloudy,Dawn/Dusk,Good,Mobile Phone Use,2024-05-29,2024,5,21,Wednesday,May,1,0,2,Evening
ACC00540,Bharuch,Bharuch City PS,2021-05-23 15:06:00,22.009363,70.098295,SH-20,State Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Flyover,Foggy,Dawn/Dusk,Good,No Seatbelt,2021-05-23,2021,5,15,Sunday,May,0,0,0,Afternoon
ACC00542,Surat,Varachha PS,2021-06-03 08:21:00,23.741488,72.501588,NH-53,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Rollover,Curve,Foggy,Night - Street Light On,Unknown,Unknown,2021-06-03,2021,6,8,Thursday,Jun,0,0,0,Morning
ACC00543,Ahmedabad,Bapunagar PS,2023-12-17 07:36:00,22.354478,72.967657,Bypass Road,Rural Road,Minor,2,0,0,3,0,0,2,0,0,0,Rear-End,Flyover,Foggy,Daylight,Poor,Unknown,2023-12-17,2023,12,7,Sunday,Dec,1,0,5,Morning
ACC00546,Bharuch,Jhagadia PS,2021-08-31 17:05:00,21.075504,70.814345,SH-20,Rural Road,Minor,2,0,0,2,0,0,0,0,0,1,Head-On,Junction/Intersection,Clear,Daylight,Unknown,No Seatbelt,2021-08-31,2021,8,17,Tuesday,Aug,1,0,3,Afternoon
ACC00547,Vadodara,Gotri PS,2022-07-20 16:38:00,22.094401,72.171973,NH-27,District Road,Minor,1,0,0,2,0,0,0,0,0,1,Rear-End,Straight Road,Hazy,Night - No Street Light,Moderate,Drunk Driving,2022-07-20,2022,7,16,Wednesday,Jul,1,0,3,Afternoon
ACC00551,Gandhinagar,Mansa PS,2023-07-29 00:52:00,23.366723,72.979516,SH-41,National Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Speed Breaker,Cloudy,Daylight,Poor,Unknown,2023-07-29,2023,7,0,Saturday,Jul,0,0,0,Night
ACC00553,Junagadh,Keshod PS,2022-06-28 21:22:00,21.898721,74.361845,SH-14,Rural Road,Grievous,4,0,2,2,0,0,1,0,1,0,Rear-End,Unknown,Hazy,Night - No Street Light,Good,No Seatbelt,2022-06-28,2022,6,21,Tuesday,Jun,2,0,6,Evening
ACC00554,Vadodara,Manjalpur PS,2024-10-26 04:33:00,22.969458,70.012967,SH-14,State Highway,Minor,1,0,0,1,0,0,1,0,0,1,Head-On,Straight Road,Cloudy,Daylight,Moderate,Mobile Phone Use,2024-10-26,2024,10,4,Saturday,Oct,1,0,3,Night
ACC00556,Rajkot,Rajkot Central PS,2023-08-28 11:15:00,23.030405,74.191513,NH-27,Urban Road,Grievous,3,0,0,2,0,0,2,0,0,1,Side Impact,Speed Breaker,Foggy,Night - Street Light On,Unknown,Unknown,2023-08-28,2023,8,11,Monday,Aug,2,0,5,Morning
ACC00557,Anand,Petlad PS,2022-02-13 09:19:00,22.706659,71.538733,Ring Road,State Highway,Minor,3,0,0,2,0,0,1,0,0,1,Pedestrian Hit,Bridge,Clear,Night - Street Light On,Unknown,No Helmet,2022-02-13,2022,2,9,Sunday,Feb,1,0,4,Morning
ACC00561,Rajkot,Rajkot Central PS,2023-08-29 00:53:00,21.897284,69.98952,Bypass Road,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rear-End,Flyover,Hazy,Night - No Street Light,Unknown,Unknown,2023-08-29,2023,8,0,Tuesday,Aug,0,0,0,Night
ACC00562,Anand,Vallabh Vidyanagar PS,2024-07-26 00:11:00,23.525153,71.322544,Expressway,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Rollover,Bridge,Foggy,Night - No Street Light,Good,Unknown,2024-07-26,2024,7,0,Friday,Jul,0,0,0,Night
ACC00564,Mehsana,Kadi PS,2022-07-22 00:10:00,24.036862,70.297655,Expressway,National Highway,Minor,3,0,0,2,0,0,2,0,0,0,Rollover,Straight Road,Rainy,Night - Street Light On,Poor,Unknown,2022-07-22,2022,7,0,Friday,Jul,1,0,4,Night
ACC00565,Gandhinagar,Mansa PS,2023-03-18 02:58:00,22.325225,71.916803,NH-53,State Highway,Grievous,3,0,3,2,0,0,1,0,0,0,Rollover,Speed Breaker,Unknown,Night - No Street Light,Moderate,No Helmet,2023-03-18,2023,3,2,Saturday,Mar,2,0,6,Night
ACC00566,Vadodara,Fatehgunj PS,2021-07-17 21:06:00,23.224882,69.558668,NH-8,Urban Road,Minor,4,0,0,1,0,0,0,0,0,1,Pedestrian Hit,Flyover,Rainy,Daylight,Moderate,No Seatbelt,2021-07-17,2021,7,21,Saturday,Jul,1,0,2,Evening
ACC00570,Ahmedabad,Maninagar PS,2022-08-13 02:34:00,24.024698,71.250296,Ring Road,District Road,Minor,1,0,0,1,0,0,0,0,0,1,Rollover,Pothole Area,Clear,Dawn/Dusk,Poor,Unknown,2022-08-13,2022,8,2,Saturday,Aug,1,0,2,Night
ACC00571,Gandhinagar,Sector 7 PS,2022-11-17 01:08:00,23.857107,72.871272,NH-48,Urban Road,Grievous,4,0,3,2,0,0,0,0,0,1,Rear-End,Flyover,Hazy,Daylight,Poor,Drunk Driving,2022-11-17,2022,11,1,Thursday,Nov,2,0,6,Night
ACC00572,Gandhinagar,Sector 21 PS,2021-08-02 01:31:00,23.09155,70.011536,SH-41,Urban Road,Minor,4,0,0,3,0,0,2,0,0,0,Rear-End,Unknown,Clear,Daylight,Moderate,Unknown,2021-08-02,2021,8,1,Monday,Aug,1,0,5,Night
ACC00573,Junagadh,Porbandar PS,2021-04-17 12:49:00,20.676092,71.562133,NH-27,State Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Hit & Run,Speed Breaker,Foggy,Night - No Street Light,Moderate,No Helmet,2021-04-17,2021,4,12,Saturday,Apr,0,0,0,Afternoon
ACC00575,Gandhinagar,Sector 21 PS,2022-10-06 11:38:00,21.223524,71.91858,Bypass Road,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Straight Road,Clear,Night - No Street Light,Moderate,Overloading,2022-10-06,2022,10,11,Thursday,Oct,0,0,0,Morning
ACC00576,Rajkot,Kalawad PS,2024-12-31 09:23:00,21.446344,71.419118,SH-14,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Speed Breaker,Clear,Daylight,Poor,No Seatbelt,2024-12-31,2024,12,9,Tuesday,Dec,0,0,0,Morning
ACC00578,Surat,Varachha PS,2022-07-24 18:24:00,24.539444,73.483818,Ring Road,District Road,Minor,2,0,0,1,0,0,1,0,0,0,Hit & Run,Unknown,Cloudy,Dawn/Dusk,Unknown,Over Speeding,2022-07-24,2022,7,18,Sunday,Jul,1,0,2,Evening
ACC00579,Anand,Petlad PS,2021-04-18 21:19:00,23.609783,73.83334,NH-8,National Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Junction/Intersection,Hazy,Night - Street Light On,Good,No Helmet,2021-04-18,2021,4,21,Sunday,Apr,0,0,0,Evening
ACC00580,Anand,Anand City PS,2021-08-12 17:24:00,24.389374,74.342614,Airport Road,Urban Road,Fatal,4,2,1,0,0,1,2,0,0,0,Hit & Run,Pothole Area,Hazy,Night - No Street Light,Moderate,No Seatbelt,2021-08-12,2021,8,17,Thursday,Aug,3,2,4,Afternoon
ACC00581,Junagadh,Veraval PS,2022-11-23 18:25:00,21.361641,69.678234,City Road,Urban Road,Fatal,2,1,0,1,1,0,1,0,1,1,Pedestrian Hit,Straight Road,Clear,Night - No Street Light,Poor,Mobile Phone Use,2022-11-23,2022,11,18,Wednesday,Nov,3,2,4,Evening
ACC00582,Junagadh,Keshod PS,2023-04-17 01:37:00,21.37165,70.078367,NH-27,State Highway,Minor,2,0,0,3,0,0,0,0,0,0,Hit & Run,Flyover,Foggy,Night - No Street Light,Unknown,Signal Jumping,2023-04-17,2023,4,1,Monday,Apr,1,0,3,Night
ACC00583,Bhavnagar,Bhavnagar City PS,2022-04-22 03:41:00,23.24843,71.753312,NH-48,National Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Rollover,Straight Road,Unknown,Night - No Street Light,Poor,Over Speeding,2022-04-22,2022,4,3,Friday,Apr,0,0,0,Night
ACC00585,Bharuch,Amod PS,2023-01-08 10:26:00,21.823692,69.952597,NH-48,National Highway,Grievous,2,0,3,1,0,2,2,0,0,1,Rear-End,Junction/Intersection,Rainy,Daylight,Good,Unknown,2023-01-08,2023,1,10,Sunday,Jan,2,0,9,Morning
ACC00586,Anand,Petlad PS,2021-03-08 21:46:00,23.608014,74.11763,SH-6,District Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rollover,Speed Breaker,Unknown,Dawn/Dusk,Good,Unknown,2021-03-08,2021,3,21,Monday,Mar,0,0,0,Evening
ACC00587,Bhavnagar,Palitana PS,2024-09-12 16:33:00,21.338241,69.946311,SH-6,District Road,Grievous,1,0,1,2,0,2,1,0,1,1,Side Impact,Flyover,Foggy,Night - Street Light On,Unknown,No Helmet,2024-09-12,2024,9,16,Thursday,Sep,2,0,8,Afternoon
ACC00588,Ahmedabad,Chandkheda PS,2024-02-22 16:04:00,23.105318,70.928499,Ring Road,District Road,Minor,2,0,0,3,0,0,1,0,0,1,Rear-End,Flyover,Rainy,Night - Street Light On,Unknown,Unknown,2024-02-22,2024,2,16,Thursday,Feb,1,0,5,Afternoon
ACC00589,Bharuch,Jhagadia PS,2021-08-30 02:26:00,24.62294,72.085568,NH-8,Urban Road,Fatal,3,2,0,0,2,1,0,1,0,0,Rear-End,Bridge,Clear,Night - Street Light On,Good,No Seatbelt,2021-08-30,2021,8,2,Monday,Aug,3,5,1,Night
ACC00590,Ahmedabad,Maninagar PS,2023-11-21 16:58:00,22.04285,72.490651,SH-6,Urban Road,Minor,3,0,0,2,0,0,1,0,0,1,Single Vehicle,Junction/Intersection,Foggy,Daylight,Good,Drunk Driving,2023-11-21,2023,11,16,Tuesday,Nov,1,0,4,Afternoon
ACC00591,Anand,Khambhat PS,2023-09-05 22:08:00,23.429054,73.266668,Airport Road,Rural Road,Grievous,3,0,1,1,0,2,2,0,0,1,Head-On,Straight Road,Hazy,Night - No Street Light,Unknown,No Seatbelt,2023-09-05,2023,9,22,Tuesday,Sep,2,0,7,Night
ACC00592,Rajkot,Kalavad Road PS,2023-10-08 10:03:00,24.227587,73.417612,Ring Road,District Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Junction/Intersection,Rainy,Night - Street Light On,Good,Wrong Side Driving,2023-10-08,2023,10,10,Sunday,Oct,0,0,0,Morning
ACC00593,Junagadh,Veraval PS,2024-03-23 19:20:00,21.410038,69.825246,Bypass Road,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Junction/Intersection,Foggy,Daylight,Moderate,Unknown,2024-03-23,2024,3,19,Saturday,Mar,0,0,0,Evening
ACC00595,Anand,Borsad PS,2022-06-23 02:55:00,21.380885,74.201169,NH-8,State Highway,Minor,3,0,0,2,0,0,1,0,0,0,Head-On,Curve,Unknown,Daylight,Poor,Signal Jumping,2022-06-23,2022,6,2,Thursday,Jun,1,0,3,Night
ACC00596,Bharuch,Bharuch City PS,2023-06-07 03:59:00,22.497965,71.616473,SH-41,National Highway,Minor,4,0,0,1,0,0,2,0,0,0,Single Vehicle,Unknown,Unknown,Daylight,Moderate,Signal Jumping,2023-06-07,2023,6,3,Wednesday,Jun,1,0,3,Night
ACC00597,Gandhinagar,Kalol PS,2021-11-07 15:52:00,22.384941,72.099068,NH-27,State Highway,Minor,4,0,0,3,0,0,2,0,0,0,Rollover,Pothole Area,Rainy,Daylight,Unknown,Drunk Driving,2021-11-07,2021,11,15,Sunday,Nov,1,0,5,Afternoon
ACC00598,Vadodara,Sayajigunj PS,2023-05-07 22:16:00,23.002721,70.296834,Airport Road,National Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Junction/Intersection,Rainy,Night - No Street Light,Unknown,Overloading,2023-05-07,2023,5,22,Sunday,May,0,0,0,Night
ACC00599,Bhavnagar,Talaja PS,2024-01-18 15:18:00,20.61689,72.856255,SH-14,Rural Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Hit & Run,Junction/Intersection,Rainy,Dawn/Dusk,Good,Signal Jumping,2024-01-18,2024,1,15,Thursday,Jan,0,0,0,Afternoon
ACC00600,Bharuch,Bharuch City PS,2022-12-13 22:25:00,23.658936,73.169744,Bypass Road,Urban Road,Fatal,2,1,2,1,0,1,1,1,1,1,Rollover,Curve,Clear,Night - No Street Light,Poor,Unknown,2022-12-13,2022,12,22,Tuesday,Dec,3,2,7,Night
ACC00602,Junagadh,Junagadh City PS,2024-09-03 01:33:00,22.563174,73.380339,Ring Road,National Highway,Grievous,2,0,3,2,0,0,0,0,0,0,Pedestrian Hit,Junction/Intersection,Rainy,Night - No Street Light,Poor,No Seatbelt,2024-09-03,2024,9,1,Tuesday,Sep,2,0,5,Night
ACC00603,Junagadh,Junagadh City PS,2023-10-25 12:50:00,20.821949,69.549033,NH-8,District Road,Minor,4,0,0,1,0,0,2,0,0,1,Single Vehicle,Junction/Intersection,Unknown,Daylight,Unknown,Unknown,2023-10-25,2023,10,12,Wednesday,Oct,1,0,4,Afternoon
ACC00604,Ahmedabad,Naranpura PS,2021-06-01 16:46:00,23.470139,72.778707,Airport Road,Urban Road,Minor,3,0,0,2,0,0,1,0,0,0,Rollover,Straight Road,Unknown,Dawn/Dusk,Moderate,Unknown,2021-06-01,2021,6,16,Tuesday,Jun,1,0,3,Afternoon
ACC00605,Gandhinagar,Mansa PS,2023-07-29 06:06:00,23.117833,69.934804,NH-27,State Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Speed Breaker,Foggy,Dawn/Dusk,Poor,Unknown,2023-07-29,2023,7,6,Saturday,Jul,0,0,0,Morning
ACC00606,Anand,Anand City PS,2023-10-15 23:25:00,23.608422,70.949303,Industrial Road,State Highway,Minor,1,0,0,3,0,0,1,0,0,1,Head-On,Curve,Cloudy,Night - No Street Light,Unknown,Unknown,2023-10-15,2023,10,23,Sunday,Oct,1,0,5,Night
ACC00610,Anand,Anand City PS,2022-08-31 03:27:00,23.411738,69.807978,SH-20,Urban Road,Grievous,2,0,3,2,0,2,1,0,1,1,Rollover,Speed Breaker,Unknown,Night - Street Light On,Moderate,Mobile Phone Use,2022-08-31,2022,8,3,Wednesday,Aug,2,0,10,Night
ACC00611,Mehsana,Unjha PS,2022-11-08 23:46:00,24.368072,72.605013,Bypass Road,Rural Road,Grievous,3,0,1,2,0,2,0,0,1,0,Head-On,Curve,Rainy,Dawn/Dusk,Good,Over Speeding,2022-11-08,2022,11,23,Tuesday,Nov,2,0,6,Night
ACC00614,Bhavnagar,Palitana PS,2022-03-05 05:00:00,24.649801,73.161129,NH-53,State Highway,Grievous,2,0,2,2,0,2,1,0,1,1,Rear-End,Flyover,Clear,Night - No Street Light,Good,Over Speeding,2022-03-05,2022,3,5,Saturday,Mar,2,0,9,Night
ACC00615,Gandhinagar,Dehgam PS,2021-08-29 07:35:00,23.66003,70.336447,SH-41,Rural Road,Minor,3,0,0,3,0,0,0,0,0,1,Rollover,Straight Road,Hazy,Night - Street Light On,Moderate,Unknown,2021-08-29,2021,8,7,Sunday,Aug,1,0,4,Morning
ACC00616,Junagadh,Porbandar PS,2023-10-01 22:50:00,20.653103,72.20818,NH-53,Urban Road,Grievous,2,0,2,1,0,2,0,0,0,0,Head-On,Flyover,Cloudy,Night - No Street Light,Unknown,Wrong Side Driving,2023-10-01,2023,10,22,Sunday,Oct,2,0,5,Night
ACC00617,Mehsana,Visnagar PS,2023-12-14 06:00:00,21.610877,73.869585,Airport Road,State Highway,Fatal,1,2,2,1,2,2,0,1,1,0,Head-On,Straight Road,Unknown,Night - No Street Light,Unknown,No Seatbelt,2023-12-14,2023,12,6,Thursday,Dec,3,5,6,Morning
ACC00620,Ahmedabad,Maninagar PS,2023-10-25 04:46:00,20.893892,71.933733,Expressway,Rural Road,Grievous,3,0,2,0,0,2,1,0,1,0,Rollover,Pothole Area,Unknown,Daylight,Poor,Mobile Phone Use,2023-10-25,2023,10,4,Wednesday,Oct,2,0,6,Night
ACC00622,Vadodara,Waghodiya PS,2021-04-20 12:45:00,21.383232,70.708091,SH-41,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Curve,Rainy,Night - No Street Light,Poor,Overloading,2021-04-20,2021,4,12,Tuesday,Apr,0,0,0,Afternoon
ACC00623,Ahmedabad,Bodakdev PS,2022-12-29 18:23:00,23.052399,72.075466,SH-41,Urban Road,Minor,2,0,0,3,0,0,1,0,0,1,Rear-End,Unknown,Hazy,Dawn/Dusk,Moderate,Unknown,2022-12-29,2022,12,18,Thursday,Dec,1,0,5,Evening
ACC00624,Gandhinagar,Sector 7 PS,2022-12-02 22:32:00,23.518406,71.333616,SH-6,National Highway,Fatal,2,1,2,1,2,2,1,1,1,0,Side Impact,Junction/Intersection,Clear,Daylight,Moderate,Overloading,2022-12-02,2022,12,22,Friday,Dec,3,4,7,Night
ACC00626,Anand,Borsad PS,2022-05-14 08:46:00,21.65424,69.991092,SH-6,Urban Road,Minor,4,0,0,3,0,0,0,0,0,0,Pedestrian Hit,Speed Breaker,Clear,Dawn/Dusk,Unknown,Mobile Phone Use,2022-05-14,2022,5,8,Saturday,May,1,0,3,Morning
ACC00627,Junagadh,Keshod PS,2022-09-08 19:44:00,21.012926,72.836656,NH-53,National Highway,Fatal,4,1,0,0,0,0,0,1,1,0,Single Vehicle,Straight Road,Clear,Night - No Street Light,Moderate,No Helmet,2022-09-08,2022,9,19,Thursday,Sep,3,2,1,Evening
ACC00629,Anand,Borsad PS,2024-12-17 07:48:00,21.88284,73.992153,Ring Road,State Highway,Minor,1,0,0,2,0,0,1,0,0,0,Pedestrian Hit,Junction/Intersection,Unknown,Dawn/Dusk,Unknown,Unknown,2024-12-17,2024,12,7,Tuesday,Dec,1,0,3,Morning
ACC00631,Anand,Anand City PS,2022-11-27 12:41:00,20.793439,72.354219,Bypass Road,State Highway,Minor,1,0,0,2,0,0,0,0,0,1,Head-On,Bridge,Rainy,Night - Street Light On,Unknown,Unknown,2022-11-27,2022,11,12,Sunday,Nov,1,0,3,Afternoon
ACC00633,Mehsana,Visnagar PS,2024-01-01 11:07:00,24.611379,70.515872,City Road,National Highway,Fatal,4,1,0,1,0,1,0,1,1,1,Head-On,Junction/Intersection,Unknown,Night - No Street Light,Moderate,Unknown,2024-01-01,2024,1,11,Monday,Jan,3,2,4,Morning
ACC00636,Junagadh,Junagadh City PS,2022-11-23 20:47:00,21.943402,72.804632,Expressway,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Straight Road,Cloudy,Daylight,Moderate,Unknown,2022-11-23,2022,11,20,Wednesday,Nov,0,0,0,Evening
ACC00637,Gandhinagar,Dehgam PS,2023-11-19 17:54:00,23.293583,71.712017,SH-6,Urban Road,Fatal,1,2,1,1,1,1,0,0,0,0,Pedestrian Hit,Junction/Intersection,Unknown,Night - Street Light On,Poor,Unknown,2023-11-19,2023,11,17,Sunday,Nov,3,3,3,Afternoon
